employee_id_hash,name,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg,psychological_score,drive_score,mental_strength_score,adaptability_score,collaboration_score,has_quick_assessment,holistic_score,score_alignment,leadership_potential,perf_beh_ratio,combined_score,score_difference,tenure_category,performance_level,behavioral_level,high_performer,gender_encoded,marital_status_encoded,is_permanent_encoded,performance_rating_encoded,tenure_category_encoded,performance_level_encoded,behavioral_level_encoded
82e209eb85b01589e4ac57fce9b3f68b,Bambang Nasution,104,2,M,married,f,77.48,Good,0,68.863,57.972,77.8,69.5,66.9,61.3,1,69.0428,0.9138,68.1811,1.1251,73.1719,8.6178,junior,medium,low,0,1,0,0,2,0,2,1
fbc5ea22d85ecdc7bafba08795adc4cf,Fitri Prasetyo,90,0,F,married,t,41.87,Below Average,0,69.365,75.113,76.9,65.0,52.6,83.0,1,60.0917,0.7251,62.8411,0.6036,55.618,-27.494,junior,low,low,0,0,0,1,3,0,1,1
abfa88ea3b476ad2cc34060920534eea,Ratna Susanto,105,0,M,married,f,76.17,Good,0,75.956,49.202,98.3,66.3,55.0,84.3,1,68.0171,0.9978,67.9953,1.0029,76.0651,0.2183,junior,medium,medium,0,1,0,0,2,0,2,2
000749a8d64dc38fdb66bd0da47cacb7,Adi Sutanto,103,1,M,widow,t,92.45,Excellent,1,82.1078,98.094,79.3,98.2,76.2,74.7,1,91.039,0.8966,90.0052,1.1259,87.2771,10.3384,junior,high,medium,1,1,2,1,1,0,0,2
ca03e57dbf8b93fa143addf664554026,Ahmad Manurung,64,5,F,married,t,94.63,Excellent,0,95.9001,69.747,100.0,96.1,100.0,87.5,1,87.5447,0.9873,87.672,0.9867,95.2634,-1.2735,mid,high,high,1,0,0,1,1,1,0,0
ff097e93b56b41a1cf7080a1172732c3,Joko Pratama,67,12,M,married,t,69.05,Average,0,67.6232,76.909,71.4,84.5,65.1,49.5,1,70.981,0.9857,70.838,1.0211,68.3382,1.4301,veteran,low,low,0,1,0,1,0,3,1,1
19700c12ca70f7f7a3626adfe2cb8122,Yanti Harahap,94,8,F,married,t,73.52,Average,0,71.4219,77.797,95.7,76.9,58.7,54.5,0,74.1723,0.9791,73.9629,1.0293,72.4692,2.0944,senior,medium,low,0,0,0,1,0,2,2,1
9f3adf80a7c85ebca1613e5ec5355cfc,Nina Sinaga,72,7,F,single,t,94.1,Excellent,1,80.5414,90.508,64.3,77.2,94.0,86.6,1,88.954,0.8644,87.5983,1.1683,87.3197,13.5566,senior,high,medium,1,0,1,1,1,2,0,2
a2833173179a9af2f2948efe29b2a2c0,Taufik Setiawan,73,0,M,single,t,83.15,Good,0,77.6039,52.644,74.7,65.3,100.0,70.4,1,72.3363,0.9445,71.7812,1.0715,80.3793,5.5508,junior,medium,medium,0,1,1,1,2,0,2,2
804364268e3ede496e6743a72e040367,Indra Situmorang,108,1,M,married,t,40.02,Below Average,0,41.9743,66.411,41.4,33.2,50.8,42.5,1,48.5234,0.9805,48.7189,0.9534,40.9971,-1.9545,junior,low,low,0,1,0,1,3,0,1,1
99c8ef17e5b3979833f36c3c53cb1fac,Nina Susanto,95,5,M,married,f,79.59,Good,1,88.0363,73.998,78.2,87.0,87.0,100.0,1,80.4457,0.9155,81.2905,0.904,83.8123,-8.448,mid,medium,medium,0,1,0,0,2,1,2,2
38dae3514a6c64cdf02c5f18970f9ced,Putri Sinaga,98,4,M,single,t,80.38,Good,0,62.4989,81.953,55.0,59.2,52.5,83.3,1,75.4893,0.8211,73.7007,1.2862,71.4417,17.8855,mid,medium,low,0,1,1,1,2,1,2,1
49c475d7435230be86045389863330e5,Irwan Nugraha,89,6,M,married,f,47.56,Below Average,0,48.4527,44.839,41.5,70.2,36.3,45.8,1,47.0112,0.9911,47.1005,0.9816,48.0061,-0.8933,senior,low,low,0,1,0,0,3,2,1,1
20026322dea7a1cb3082510e901b86f7,Yuni Permana,96,10,F,single,t,62.22,Average,0,48.2891,59.284,51.2,60.5,31.2,50.3,0,57.1603,0.8607,55.7671,1.2885,55.2551,13.932,senior,low,low,0,0,1,1,0,2,1,1
18abec6001fee750b8fe6462f25c3f72,Deni Sari,81,0,F,married,t,83.77,Good,0,65.9271,67.683,58.1,70.5,62.2,72.9,1,73.5921,0.8215,71.8075,1.2707,74.85,17.8457,junior,medium,low,0,0,0,1,2,0,2,1
351e2e845fbe2951a86f35edc084bda5,Bambang Saputra,106,9,O,married,t,63.83,Average,0,78.2563,41.763,80.9,100.0,62.1,70.0,1,61.5379,0.8557,62.9805,0.8157,71.0433,-14.4261,senior,low,medium,0,0,0,1,0,2,1,2
2d0f0b4d82f8108803dd727dc66c26c7,Citra Wijaya,108,0,M,single,t,78.9,Good,0,92.3974,80.15,91.7,94.1,91.8,91.9,0,83.3228,0.865,84.6729,0.8539,85.647,-13.5009,junior,medium,high,0,1,1,1,2,0,2,0
7a5277672d91193011936489dac35be4,Ratna Susanto,86,7,M,married,t,87.0,Good,0,73.5322,68.588,77.6,65.7,62.8,88.0,1,77.4381,0.8653,76.0909,1.1832,80.2685,13.4726,senior,high,low,1,1,0,1,2,2,0,1
6b62658f58d9d4e638f876ffca411147,Fajar Situmorang,106,3,F,widow,t,80.12,Good,0,69.7601,72.562,73.8,67.2,56.7,81.4,1,74.7462,0.8964,73.7098,1.1486,74.9421,10.3639,mid,medium,low,0,0,2,1,2,1,2,1
e6bfd2567bdc07c235cd2eb5c26bee30,Irwan Saputra,87,4,F,married,t,69.31,Average,0,51.7798,48.41,73.4,31.5,64.1,38.1,1,57.7812,0.8247,56.0281,1.3386,60.5452,17.5308,mid,low,low,0,0,0,1,0,1,1,1
d11b68c92b6ada1046b802f64c8b8df1,Maya Tampubolon,85,10,O,single,t,100.0,Excellent,1,88.5698,100.0,100.0,72.5,81.8,100.0,1,96.5709,0.8857,95.4279,1.1291,94.2849,11.4302,senior,high,medium,1,0,1,1,1,2,0,2
d76ea9795d021304e837b50eb1e492be,Mega Sari,103,2,F,single,t,95.47,Excellent,0,80.5312,81.833,85.5,62.0,91.5,83.1,1,86.8985,0.8506,85.4043,1.1855,88.002,14.9416,junior,high,medium,1,0,1,1,1,0,0,2
5dc454a27858a00c65d075288f152993,Tri Utama,87,5,M,single,t,81.1,Good,1,95.1593,79.006,91.6,99.7,93.5,95.9,1,84.6885,0.8594,86.0947,0.8522,88.1283,-14.062,mid,medium,high,0,1,1,1,2,1,2,0
a2f08500c417c3bad25f573df7fd1ddb,Nina Sari,94,10,M,single,f,95.89,Excellent,1,93.1198,85.487,99.1,88.7,100.0,84.7,1,91.9384,0.9723,91.6612,1.0298,94.5055,2.7715,senior,high,high,1,1,1,0,1,2,0,0
21d8bf2d9f94895e6376558876e65603,Yuni Pratama,77,3,F,married,t,81.65,Good,0,78.2671,66.769,84.8,64.5,83.5,80.2,0,76.1702,0.9662,75.832,1.0432,79.9579,3.3816,mid,medium,medium,0,0,0,1,2,1,2,2
b3b4e8507c6cad86b0321946bbce9dca,Wati Purnama,104,8,F,single,t,87.38,Good,1,79.5482,74.885,91.2,77.4,74.1,75.4,1,81.2834,0.9216,80.4998,1.0985,83.466,7.8357,senior,high,medium,1,0,1,1,2,2,0,2
5991068ed409b1b6d7b801b2475e40d3,Deni Tampubolon,70,2,M,married,t,59.21,Below Average,0,70.7847,47.614,73.7,74.0,74.0,61.5,1,59.2056,0.8843,60.3626,0.8365,64.9996,-11.5701,junior,low,low,0,1,0,1,3,0,1,1
1bcfed172ddb7191650732d54264fa64,Vina Tampubolon,82,3,M,married,t,60.79,Average,0,72.0036,53.384,62.4,69.2,80.0,76.4,1,61.9334,0.8879,63.0545,0.8443,66.3983,-11.2106,mid,low,low,0,1,0,1,0,1,1,1
95bcea22f0f59733413a85e5d94c9558,Anita Susanto,81,3,M,single,t,68.52,Average,0,69.0754,68.076,73.3,69.4,67.6,66.0,1,68.5518,0.9944,68.6078,0.9919,68.7956,-0.5595,mid,low,low,0,1,1,1,0,1,1,1
5a6d95055eb2abf9d40e7c59bb1e4038,Joko Sitompul,84,10,M,married,t,99.65,Excellent,1,70.4057,68.975,74.0,65.6,68.4,73.7,1,81.6725,0.7076,78.7485,1.4153,85.0257,29.24,senior,high,low,1,1,0,1,1,2,0,1
b228556934e5261ec1e71d0c6ce86599,Novi Wibowo,76,6,M,single,t,74.26,Average,0,65.3226,73.321,64.8,69.4,59.6,67.5,1,71.2957,0.9107,70.4023,1.1368,69.7895,8.9339,senior,medium,low,0,1,1,1,0,2,2,1
f6da92e806eb74632f4cfd9df5a2386f,Zainal Harahap,88,7,F,single,f,93.51,Excellent,0,70.4733,53.498,62.7,79.5,71.0,68.6,1,74.595,0.7696,72.2914,1.3269,81.9913,23.036,senior,high,low,1,0,1,0,1,2,0,1
4afca0674bf90fb523bbf4ea8c18399a,Indra Manurung,107,8,F,married,t,86.9,Good,1,79.4249,79.256,84.4,61.4,90.1,81.8,1,82.3662,0.9252,81.6182,1.0942,83.1647,7.4796,senior,high,medium,1,0,0,1,2,2,0,2
08b2b184965eb1e72fcf1c5355480285,Fitri Situmorang,74,0,M,married,t,100.0,Excellent,0,83.3037,80.752,85.2,88.6,86.7,72.7,0,89.2169,0.833,87.5472,1.2004,91.6519,16.6963,junior,high,medium,1,1,0,1,1,0,0,2
d9f082645791e69d86f1652810484773,Novi Permana,73,14,M,single,t,60.99,Average,0,75.3388,59.676,85.5,81.3,59.9,74.6,1,64.9,0.8565,66.335,0.8095,68.164,-14.3495,veteran,low,medium,0,1,1,1,0,3,1,2
9f428c0666aae024f5d70479b095c43a,Indra Sinaga,61,11,F,married,t,80.21,Good,0,78.9988,71.174,53.3,94.7,71.2,96.7,1,77.1342,0.9879,77.0135,1.0153,79.6023,1.2069,veteran,medium,medium,0,0,0,1,2,3,2,2
0ff1a0349924154da0c7f33a23a32a94,Siti Situmorang,66,11,M,single,t,59.74,Below Average,0,64.882,57.04,43.7,79.0,71.3,65.5,1,60.4739,0.9486,60.9878,0.9208,62.3125,-5.139,veteran,low,low,0,1,1,1,3,3,1,1
6bf9d6d3c5ec2cfd7197182e11cc61e6,Tri Rahayu,98,8,F,married,t,74.56,Average,0,69.1288,68.157,78.3,48.3,81.5,68.5,1,71.011,0.9457,70.4676,1.0786,71.8458,5.4341,senior,medium,low,0,0,0,1,0,2,2,1
5df92f536fe7f242af8077531a82ce2f,Putri Setiawan,68,0,M,single,t,98.76,Excellent,0,74.4453,88.456,77.8,74.4,74.6,71.0,1,88.374,0.7569,85.9427,1.3266,86.6021,24.3138,junior,high,low,1,1,1,1,1,0,0,1
ee490a869f90e1dcc8345820dda6bf16,Maya Rahayu,79,8,F,married,t,88.27,Good,1,96.1955,79.422,99.9,94.5,91.8,98.5,1,87.9938,0.9208,88.7862,0.9176,92.2335,-7.9239,senior,high,high,1,0,0,1,2,2,0,0
203e958aa6d377016cb1dab545636608,Adi Sutanto,80,5,M,widow,t,57.52,Below Average,0,57.2773,43.14,54.7,70.9,52.9,50.7,1,53.133,0.9976,53.1088,1.0042,57.3985,0.2423,mid,low,low,0,1,2,1,3,1,1,1
453c369672ab9d9669926fe1dce5f383,Andi Setiawan,73,4,F,married,t,93.81,Excellent,1,88.2997,100.0,76.7,100.0,79.3,97.2,1,94.0126,0.9449,93.4619,1.0624,91.0532,5.5071,mid,high,medium,1,0,0,1,1,1,0,2
ca8a1fc09cf3bd8d48885ca31efe319d,Mega Sari,66,2,O,married,t,69.71,Average,0,73.1681,86.713,86.0,63.8,78.9,64.1,1,75.8497,0.9655,76.1952,0.9528,71.4406,-3.4549,junior,low,low,0,0,0,1,0,0,1,1
182dd4b76602143105dd40402c9412c6,Ahmad Wibowo,88,1,F,married,f,98.04,Excellent,0,86.2964,78.027,85.3,81.4,100.0,78.5,1,88.512,0.8826,87.3379,1.1361,92.1669,11.7411,junior,high,medium,1,0,0,0,1,0,0,2
a041a05243df7cf894c8384f858b28b8,Indra Harahap,69,12,F,married,f,82.59,Good,0,77.8131,50.184,94.1,73.7,75.8,67.7,1,71.4343,0.9523,70.9568,1.0614,80.2005,4.7747,veteran,medium,medium,0,0,0,0,2,3,2,2
fbcb6756f78dc0c4a9c1f1969eab44a0,Budi Sari,74,2,M,single,t,89.84,Good,0,72.3214,78.91,68.3,73.9,79.3,67.7,1,81.3045,0.8248,79.5528,1.2422,81.0796,17.5165,junior,high,low,1,1,1,1,2,0,0,1
3001e73cd203a73df860609b3ec01e66,Sari Yuliana,83,3,F,single,f,61.66,Average,0,54.602,72.677,38.8,60.6,50.0,69.0,1,62.8485,0.9294,62.1425,1.1293,58.132,7.0599,mid,low,low,0,0,1,0,0,1,1,1
147244b90ee011575cb3d6f6bcf7c642,Tri Sari,77,2,F,single,t,100.0,Excellent,1,98.8198,100.0,100.0,100.0,100.0,95.3,1,99.6459,0.9882,99.5279,1.0119,99.4099,1.1802,junior,high,high,1,0,1,1,1,0,0,0
b0b2554871dda6db13a131c0a8816618,Putri Setiawan,87,6,F,single,f,55.23,Below Average,0,62.8334,71.918,71.1,43.8,57.4,79.0,1,62.5188,0.924,63.2787,0.879,59.0335,-7.5997,senior,low,low,0,0,1,0,3,2,1,1
e642c5fb93ca6916aaa4ca9e4f7f1b6d,Taufik Tampubolon,66,3,M,single,t,70.54,Average,0,66.2908,60.57,62.6,57.1,52.1,93.5,1,66.2745,0.9575,65.8495,1.0641,68.4159,4.2502,mid,medium,low,0,1,1,1,0,1,2,1
064addcdfe14302a47fecf2d66d873e3,Putri Setiawan,66,4,M,married,t,88.63,Good,0,100.0,100.0,100.0,100.0,100.0,100.0,1,95.45,0.8863,96.5875,0.8863,94.3125,-11.375,mid,high,high,1,1,0,1,2,1,0,0
96b819220f1a803ebbd5e9c71005c721,Lina Sinaga,95,0,M,married,t,56.77,Below Average,0,61.1677,62.73,62.7,60.1,54.7,67.1,1,59.8767,0.956,60.3166,0.9281,58.968,-4.3995,junior,low,low,0,1,0,1,3,0,1,1
8de038cfb70d00fd3de49919ee142974,Yuni Setiawan,65,4,M,single,t,67.98,Average,0,74.2739,80.514,89.0,79.5,60.5,68.1,0,73.6295,0.9371,74.2586,0.9153,71.1285,-6.2908,mid,low,low,0,1,1,1,0,1,1,1
b170276c5df585d09e493cbea1a6c568,Budi Nugraha,70,2,F,married,t,59.99,Below Average,0,78.8496,63.542,80.5,78.4,77.3,79.3,1,66.7116,0.8114,68.598,0.7608,69.4176,-18.864,junior,low,medium,0,0,0,1,3,0,1,2
42426bf71dc676f6b90b15b537c6a15e,Umi Saputra,105,5,F,single,t,92.96,Excellent,1,97.5295,95.136,100.0,98.6,98.4,93.1,1,94.9855,0.9543,95.442,0.9532,95.247,-4.565,mid,high,high,1,0,1,1,1,1,0,0
de86dc88bec63581b24974bac7737d0c,Dewi Hutabarat,65,2,F,married,t,100.0,Excellent,1,98.0739,100.0,100.0,92.3,100.0,100.0,1,99.4222,0.9807,99.2296,1.0196,99.037,1.9261,junior,high,high,1,0,0,1,1,0,0,0
ae776d2150cdbe26d9f14b7baa31c00c,Lina Saputra,109,0,F,married,t,71.04,Average,0,62.7088,53.339,64.5,53.4,68.1,64.8,1,63.2283,0.9167,62.3957,1.1328,66.872,8.3265,junior,medium,low,0,0,0,1,0,0,2,1
2183af81e189fd81498188a205b512ec,Citra Tampubolon,65,5,M,married,t,76.51,Good,0,57.3188,61.885,62.9,45.8,50.9,69.7,1,66.3649,0.8081,64.4458,1.3348,66.914,19.1903,mid,medium,low,0,1,0,1,2,1,2,1
e839d87b01967dcf4262751b17502532,Siti Nugraha,93,5,F,single,t,80.93,Good,0,58.7566,71.919,42.7,57.9,66.3,68.2,1,71.5746,0.7783,69.3573,1.3774,69.8432,22.1732,mid,medium,low,0,0,1,1,2,1,2,1
350f294fe973782b934cb26efae3cc97,Novi Nasution,101,6,M,married,t,52.0,Below Average,0,67.6171,47.842,66.0,55.2,66.7,82.6,1,55.4369,0.8438,56.9988,0.769,59.8073,-15.6195,senior,low,low,0,1,0,1,3,2,1,1
065c583bef6c159d1d588e8e09566ee3,Endang Hutabarat,70,7,M,married,t,55.9,Below Average,0,52.0488,53.21,62.9,46.0,56.5,42.8,1,53.9384,0.9615,53.5531,1.074,53.9753,3.853,senior,low,low,0,1,0,1,3,2,1,1
a0d6f5b514d4b90b1568269e02131b4f,Hadi Putra,66,7,F,single,t,92.25,Excellent,0,65.6251,55.819,74.3,51.7,66.4,70.1,1,73.3331,0.7338,70.6707,1.4057,78.9375,26.6247,senior,high,low,1,0,1,1,1,2,0,1
254cabf184952df0799db677d96799ec,Mega Sinaga,89,7,M,married,t,76.34,Good,0,68.797,59.836,62.4,69.4,69.2,74.2,1,69.126,0.9246,68.3717,1.1096,72.5688,7.5434,senior,medium,low,0,1,0,1,2,2,2,1
463669f628b1fb08276b4dfb576909f1,Suci Nugraha,93,11,F,married,t,87.14,Good,1,78.2183,84.873,67.4,63.8,90.6,91.1,1,83.7828,0.9108,82.8908,1.114,82.6783,8.92,veteran,high,medium,1,0,0,1,2,3,0,2
b3f176f7a60ee9ef4770f05322df01e7,Dewi Saputra,63,10,M,single,t,98.68,Excellent,0,84.3307,98.821,66.3,94.0,86.9,90.1,1,94.4182,0.8565,92.9831,1.1702,91.5061,14.3508,senior,high,medium,1,1,1,1,1,2,0,2
1aa292b337e75f8988887a225d01d1cc,Fitri Nasution,88,5,M,married,t,72.12,Average,0,57.283,69.017,52.6,66.6,53.9,56.0,1,66.7363,0.8517,65.2531,1.2589,64.6993,14.8326,mid,medium,low,0,1,0,1,0,1,2,1
004d3b9a5e6272e0061dd3877e87dfc9,Umi Wibowo,81,0,M,married,t,65.85,Average,0,69.735,60.939,77.8,50.6,73.5,77.1,1,65.5438,0.9612,65.9319,0.9443,67.7943,-3.8813,junior,low,low,0,1,0,1,0,0,1,1
95dffda326d2bd0045ebf174f01430c4,Fajar Simanjuntak,86,4,M,married,f,71.71,Average,0,65.1214,72.18,61.6,75.8,63.3,59.8,1,69.8758,0.9341,69.2166,1.1012,68.4175,6.5921,mid,medium,low,0,1,0,0,0,1,2,1
7b12ae5b446e707dafe5611e5a13cdec,Kartini Simanjuntak,82,13,M,single,t,73.92,Average,0,71.2092,59.623,76.3,63.2,63.8,81.6,1,68.8159,0.9729,68.5452,1.038,72.5622,2.7061,veteran,medium,low,0,1,1,1,0,3,2,1
fa8575d9264df87d4be04fc6ed0a0523,Yuni Tampubolon,63,3,F,single,t,69.22,Average,0,61.1627,53.532,44.6,60.2,80.2,59.6,1,62.0948,0.9195,61.2894,1.1317,65.1893,8.0533,mid,low,low,0,0,1,1,0,1,1,1
00ae00c2441faf30d932969dbc124ac5,Rita Tampubolon,108,0,F,single,t,62.83,Average,0,76.0308,97.295,94.1,69.0,82.2,58.8,1,77.1299,0.868,78.45,0.8264,69.4306,-13.2004,junior,low,medium,0,0,1,1,0,0,1,2
d4b6060477a36b5c9d6fa0919ba4f2c4,Adi Prasetyo,86,5,F,widow,t,47.66,Below Average,0,36.0412,35.937,24.1,51.1,35.8,33.2,1,40.658,0.8838,39.496,1.3224,41.8515,11.6205,mid,low,low,0,0,2,1,3,1,1,1
937bf7a1a915c29762775d2308640b6e,Umi Sari,79,3,M,single,f,77.14,Good,0,76.9598,72.488,77.4,82.4,74.0,74.0,1,75.6917,0.9982,75.6733,1.0024,77.0516,0.1837,mid,medium,medium,0,1,1,0,2,1,2,2
0280bf5909b12f4ea4f46a7bd5cbfa61,Taufik Susanto,76,2,F,widow,t,73.38,Average,0,66.5494,70.628,65.1,61.6,72.0,67.4,1,70.5048,0.9317,69.8218,1.1026,69.9642,6.8295,junior,medium,low,0,0,2,1,0,0,2,1
cb828b31272dcb58e2d044ec1f686ed3,Kartini Harahap,80,2,M,single,t,46.14,Below Average,0,50.3353,40.609,64.9,44.4,37.8,54.3,1,45.7411,0.9581,46.1602,0.9167,48.2401,-4.1905,junior,low,low,0,1,1,1,3,0,1,1
1257a9515f5efef6ac92294598ee2222,Yuni Pratama,90,7,M,single,t,90.6,Excellent,0,88.6722,87.873,94.1,81.5,84.2,94.9,1,89.2023,0.9808,89.0099,1.0217,89.6344,1.9244,senior,high,medium,1,1,1,1,1,2,0,2
8d3ad7cfe220b28c2ecf9bed17949dcb,Kartini Permana,63,8,M,married,t,49.85,Below Average,0,52.1434,43.594,42.1,58.3,41.0,67.2,1,48.6632,0.9771,48.892,0.9561,50.9992,-2.2885,senior,low,low,0,1,0,1,3,2,1,1
c8f337dee5c297318ebb3c0c28b1ec00,Widya Susanto,98,6,M,married,t,81.33,Good,0,73.6035,67.078,59.8,75.1,92.1,67.4,1,74.7349,0.9228,73.9627,1.1049,77.4647,7.7226,senior,medium,low,0,1,0,1,2,2,2,1
c2fec23809563e5876ddccc415551998,Bambang Susanto,64,7,M,married,t,66.06,Average,0,63.7931,63.776,46.6,84.9,60.1,63.6,0,64.6944,0.9773,64.4678,1.0355,64.9259,2.2657,senior,low,low,0,1,0,1,0,2,1,1
52ea14398e1d4d9e68cb5d075d6e9ca1,Fitri Sari,86,6,M,single,t,63.5,Average,0,74.3997,38.035,58.7,73.7,74.4,90.7,1,59.1295,0.891,60.2197,0.8535,68.9488,-10.9017,senior,low,low,0,1,1,1,0,2,1,1
1ced03f2af2198c66695093663de8d60,Suci Manurung,64,4,F,single,t,58.62,Below Average,0,62.1654,54.213,77.1,55.6,50.8,65.2,1,58.3632,0.9646,58.7174,0.943,60.3947,-3.5415,mid,low,low,0,0,1,1,3,1,1,1
a148e63b09b70ea9740d92a3560ebe14,Sri Situmorang,75,4,M,married,f,71.13,Average,0,65.38,71.307,68.7,67.9,56.0,68.8,1,69.4599,0.9425,68.8844,1.088,68.2573,5.7546,mid,medium,low,0,1,0,0,0,1,2,1
b1ea9803556d88d799e162ffabf6b2db,Maya Situmorang,106,2,F,single,f,63.72,Average,0,72.1042,67.748,76.6,71.0,57.2,83.6,1,67.4434,0.9162,68.2819,0.8837,67.9117,-8.385,junior,low,low,0,0,1,0,0,0,1,1
4d95c30346e7980e81ba63f520ce5464,Fajar Purnama,75,1,F,married,t,67.48,Average,0,52.5713,61.456,52.7,55.1,51.8,50.7,1,61.1986,0.8509,59.7081,1.2835,60.0238,14.9052,junior,low,low,0,0,0,1,0,0,1,1
cde03b7c9e9c32303658100618bee754,Rizki Susanto,68,11,F,single,t,100.0,Excellent,1,86.6155,64.857,76.6,98.7,92.0,79.1,0,85.4417,0.8662,84.1032,1.1545,93.3077,13.3845,veteran,high,medium,1,0,1,1,1,3,0,2
8dd4682c79c746b9389778ca7782d31c,Taufik Rahayu,106,6,F,single,t,69.16,Average,0,68.5054,60.834,74.9,56.4,57.4,85.4,1,66.4663,0.9934,66.4008,1.0096,68.8332,0.6555,senior,low,low,0,0,1,1,0,2,1,1
f9c772b6d1d23b6528adba6bf5cb0238,Dewi Situmorang,71,3,F,single,f,72.71,Average,0,63.6047,55.781,69.2,47.7,73.7,63.8,1,64.9012,0.9089,63.9903,1.1432,68.1592,9.1091,mid,medium,low,0,0,1,0,0,1,2,1
1f56301d2327fecfdb2d401b7812f78f,Hendra Nugraha,62,9,F,married,t,77.28,Good,0,77.9176,69.994,66.8,81.8,87.5,75.7,1,75.2874,0.9937,75.3507,0.9919,77.6011,-0.6329,senior,medium,medium,0,0,0,1,2,2,2,2
439fdd04d437904e088958fc38cf62c4,Lina Pratama,80,7,M,married,t,91.97,Excellent,1,69.1407,80.852,53.2,79.9,73.7,69.8,1,81.7858,0.7717,79.5029,1.3302,80.5552,22.829,senior,high,low,1,1,0,1,1,2,0,1
ad1061712e9995b20561e8241b90d422,Maya Prasetyo,82,3,M,married,t,53.2,Below Average,0,41.9291,50.017,23.7,38.5,49.3,56.2,1,48.8652,0.8873,47.7377,1.2689,47.5663,11.2745,mid,low,low,0,1,0,1,3,1,1,1
1d14c5823c9cb17e80319218a972eff4,Agus Yuliana,68,9,O,married,t,100.0,Excellent,1,86.4291,79.295,89.7,83.3,86.5,86.2,1,89.7172,0.8643,88.3602,1.157,93.2146,13.5709,senior,high,medium,1,0,0,1,1,2,0,2
8b022054ae2e3fc7d9a8fa434905185c,Indra Harahap,104,5,M,married,t,61.04,Average,0,72.9162,73.445,74.5,62.6,80.1,74.5,1,68.3259,0.8813,69.5132,0.8372,66.9799,-11.8727,mid,low,low,0,1,0,1,0,1,1,1
8c27637b82bf840fd987a238c4d272ec,Sri Rahayu,60,7,M,married,t,54.55,Below Average,0,48.782,59.431,39.4,36.6,60.6,58.5,1,54.2832,0.9423,53.7066,1.1182,51.6653,5.7667,senior,low,low,0,1,0,1,3,2,1,1
c35a982d955259881f910c03128003e6,Hadi Hutabarat,100,5,M,married,t,65.12,Average,0,71.1291,76.73,62.1,70.7,65.0,86.7,1,70.4052,0.9399,71.0062,0.9155,68.1238,-6.0106,mid,low,low,0,1,0,1,0,1,1,1
3f443767d04bf053fe63e88db5b6354b,Maya Wijaya,102,7,F,married,t,100.0,Excellent,1,99.9067,100.0,100.0,100.0,99.6,100.0,0,99.972,0.9991,99.9627,1.0009,99.9534,0.0933,senior,high,high,1,0,0,1,1,2,0,0
2cd4377228d695ccaf2e1bccee290aef,Rini Utama,85,4,F,married,t,100.0,Excellent,1,86.5173,87.628,73.3,95.9,84.2,92.7,1,92.2436,0.8652,90.8954,1.1558,93.2586,13.4827,mid,high,medium,1,0,0,1,1,1,0,2
ccddf70e3a6d8b175e76452132586a80,Budi Setiawan,71,3,F,married,f,79.13,Good,0,71.7871,68.927,69.9,60.7,81.5,75.0,1,73.8648,0.9266,73.1309,1.1022,75.4567,7.3394,mid,medium,low,0,0,0,0,2,1,2,1
6c687b5955e6df59295536a3bef3ba79,Fitri Yuliana,74,3,F,married,t,61.99,Average,0,63.7209,54.33,66.3,58.3,77.2,53.1,1,60.2116,0.9827,60.3846,0.9728,62.8557,-1.7303,mid,low,low,0,0,0,1,0,1,1,1
895a80fece2381bd0330d9240400906f,Anita Sari,68,0,F,married,t,66.5,Average,0,65.506,49.888,75.4,63.1,65.1,58.4,1,61.2179,0.9901,61.1185,1.0152,66.0027,0.9933,junior,low,low,0,0,0,1,0,0,1,1
311bd74f21b391123511ca48288aef15,Vina Saputra,94,8,M,single,t,72.3,Average,0,79.1442,83.357,73.1,82.6,70.9,90.1,1,77.6691,0.9315,78.3539,0.9135,75.7205,-6.8475,senior,medium,medium,0,1,1,1,0,2,2,2
4aeb6879e611725a85edfca5ad540514,Tri Prasetyo,65,5,M,single,t,87.35,Good,1,91.1385,92.417,94.7,94.3,80.8,94.7,1,90.006,0.9621,90.3851,0.9584,89.2433,-3.7903,mid,high,high,1,1,1,1,2,1,0,0
25de23c6c778df98f6cd2e302c1dc890,Irwan Tampubolon,95,1,M,married,t,77.41,Good,0,78.7339,80.854,81.1,56.1,97.6,80.2,1,78.8389,0.9867,78.9717,0.9831,78.0702,-1.3276,junior,medium,medium,0,1,0,1,2,0,2,2
cd235cd760e43cd9f11d39fd781cdfcd,Yanti Prasetyo,100,1,F,single,f,59.3,Below Average,0,57.3332,58.179,60.3,55.8,41.6,71.7,1,58.3754,0.9803,58.1783,1.0344,58.3188,1.9712,junior,low,low,0,0,1,0,3,0,1,1
117b094f5bd273545b1ec4398c955471,Ratna Harahap,102,4,M,single,t,18.42,Below Average,0,46.6133,46.113,49.5,41.3,37.0,58.6,1,35.1846,0.718,38.0043,0.3951,32.515,-28.1966,mid,low,low,0,1,1,1,3,1,1,1
0a80bc2144bcfaee6acf2cb5c569e7b9,Rini Permana,73,3,O,married,t,89.99,Good,0,90.45,100.0,95.7,84.6,91.3,90.1,1,93.1329,0.9954,93.1785,0.995,90.2224,-0.4552,mid,high,high,1,0,0,1,2,1,0,0
